"CR-02274","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-11494","FIANZA PERSONAL OTORGADA POR LA CIUDADANA YRMA DEL CARMEN BRICEÑO TITULAR DE LA C.I. V-4.926.210"
"CR-11495","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI MANUEL PALACIO FAJARDO"
"CR-11497","FIANZA SOLIDARIA OTORGADA MANUEL PALACIO FAJARDO"
"CR-11498","FIANZA APORTADA POR LA LINEA, ASOCIACION"
"CR-11501","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI FUNSALUD"
"CR-11503","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11505","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-11508","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11509","FIANZA APORTADA POR LA LINEA DE TAXI"
"CR-11510","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE 12 SEMOVIENTES (CERDOS)"
"CR-11512","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11513","HIPOTECA DE PRIMER GRADO"
"CR-11514","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11517","FIANZA APORTADA POR LA LINEA DE TAXI Y/O ASOCIACION"
"CR-11522","GARANTIA REAL Y/O FINAZA SOLIDARIA APORTADA POR LOS SOCIOS."
"CR-11523","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS CAMPO LA MESA"
"CR-11529","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS FUNSALUD"
"CR-11530","HIPOTECA DE PRIMER GRADO"
"CR-11534","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI EL VATICANO"
"CR-11535","FIANZA SOLIDARIA DE LA LINEA O ASOCIACION"
"CR-11537","FIANZA SOLIDARIA DE LA LINEA DE TAXI O ASOCIACION"
"CR-11541","HIPOTECA INMOBILIARIA OTORGADA POR EL CIUDADANO CASTRO RENAU OSCAR MARTIN TITULAR DE LA C.I. V-6.842.096"
"CR-11543","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11544","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11545","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11546","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11547","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11549","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11550","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-11551","AJUSTADO A LA LEY DE MICRO FINANZAS"
"CR-11552","FIANZA PERSONAL"
"CR-11554","FIANZA APORTADA POR LA LINEA, ASOCIACION."
"CR-11556","FIANZA SOLIDARIA DE LA LINEA DE TAXI"
"CR-11557","FIANZA PERSONAL"
"CR-11565","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11567","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS PRADOS DEL ESTE"
"CR-11570","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOPERATIVA ROSA INES"
"CR-11583","FIANZXA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS PARQUE LOS MANGOS"
"CR-11585","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI CAMPO LA MESA"
"CR-11587","FIANZA SOLIDARIA OTORGADA POR LA LINEA SUPER TAXI RICEL' DE VENEZUELA"
"CR-11590","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI CAMPO LA MESA"
"CR-11591","FIANZA SOLIDARIA OTORGADA POOR LA LINEA DE TAXI EL VATICANO"
"CR-11592","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. ROSA INES R.L."
"CR-11593","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE AUTOS LLANO ALTO"
"CR-11600","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-11601","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI MI TOUR'S"
"CR-11602","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE URBANO"
"CR-11604","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. ROSA INES R.L."
"CR-11605","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS RADIO UNIVERSIDAD"
"CR-11606","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. LOS FRUTOS DE LA REVOLUCION"
"CR-11611","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL EL CARMEN"
"CR-11619","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS BRISAS DE ALTO BARINAS"
"CR-11620","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIUS RAUL LEONI"
"CR-11626","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LLANO ALTO"
"CR-11627","FIANZA SOLIDARIA OTORGADA POR LA UNIDAD DE TAXI LA MARQUESITA"
"CR-11631","AJUSTADA A LEY DE MICROFINANZAS"
"CR-11638","HIPOTECA MOBILIARIA"
"CR-11639","HIPOTECA DE PRIMER GRADO"
"CR-11642","FIANZA SOLIDARIA"
"CR-11671","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-11672","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11673","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE VENEZUELA"
"CR-11675","FIANZA OTORGADA POR LA LINEA DE TAXI UNION PAEZ"
"CR-11677","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS UNION PAEZ"
"CR-11678","FIANZA PERSONAL Y SOLIDARIA"
"CR-11679","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-11680","HIPOTECA INMOBILIARIA"
"CR-11682","FIANZA PERSONAL"
"CR-11684","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. CIVIL FUNSALUD"
"CR-11685","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CAMPO LA MESA"
"CR-11687","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11688","FIANZA PERSONAL"
"CR-11689","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LLANO ALTO"
"CR-11690","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11692","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CAMPO LA MESA"
"CR-11694","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11695","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS UNION PAEZ"
"CR-11696","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL FUNSALUD"
"CR-11701","HIPOTECA Y FIANZA SOLIDARIA."
"CR-11702","FIANZA SOLIDARIA"
"CR-11708","FIANZA PERSONAL"
"CR-11715","FIANZA SOLIDARIA"
"CR-11718","FIANZA SOLIDARIA"
"CR-11719","FIANZA SOLIDARIA"
"CR-11740","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-11756","FIANZA PERSONAL"
"CR-11764","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. DOÑA ELENA"
"CR-11768","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. ROSA INES R.L."
"CR-11781","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOPERATIVA 2021"
"CR-11784","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS UNION PAEZ"
"CR-11799","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS CAMPO LA MESA"
"CR-11854","EL VEHICULO"
"CR-11855","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL DE AUTOS LLANO ALTO"
"CR-11858","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI SAN JUAN"
"CR-11859","FIANZA PERSONAL"
"CR-11860","FIANZA PERSONAL"
"CR-11862","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. DIA DE LA RAZA"
"CR-11863","FIANZA SOLIDARIA"
"CR-11865","FIANZA PERSONAL"
"CR-11868","FIANZA PERSONAL"
"CR-11870","FIANZA PERSONAL"
"CR-11871","FIANZA PERSONAL"
"CR-11872","FIANZA SOLIDARIA"
"CR-11875","FIANZA SOLIDARIA"
"CR-11888","FIANZA PERSONAL"
"CR-11890","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE URBANO"
"CR-11895","FIANZA PERSONAL"
"CR-11896","FIANZA SOLIDARIA OTORGADA A LA LINEA DE UNION PAEZ"
"CR-11898","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. TRANSPORTE DEL SUR"
"CR-11899","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. LA MARQUESITA"
"CR-11900","FIANZA SOLIDARIA"
"CR-11901","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL LINEA RAZETTI"
"CR-11902","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI SAN JUAN"
"CR-11903","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE"
"CR-11905","FIANZA SOLIDARIA"
"CR-11913","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-11914","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11916","FIANZA SOLIDARIA"
"CR-11917","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-11920","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-11921","GARANTIA REAL"
"CR-11922","HIPOTECA MOBILIARIA DE PRIMER GRADO"
"CR-11923","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11929","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11931","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11932","FIANZA SOLIDARIA"
"CR-11934","HIPOTECA INMOBILIARIA"
"CR-11935","FIANZA SOLIDARIA"
"CR-11936","FIANZA SOLIDARIA"
"CR-11937","FIANZA SOLIDARIA"
"CR-11938","FIANZA SOLIDARIA"
"CR-11941","FIANZA PERSONAL"
"CR-11942","FIANZA PERSONAL"
"CR-11943","FIANZA PERSONAL"
"CR-11944","FIANZA PERSONAL"
"CR-11946","FIANZA OTORGADA POR LA LINEA DE TAXIS FUNSALUD"
"CR-11959","FIANZA PERSONAL"
"CR-11961","FIANZA PERSONAL"
"CR-11963","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-11964","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-11965","FIANZA SOLIDARIA"
"CR-11966","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS CERDOS"
"CR-11974","HIPOTECA MOBILIARIA DE PRIMER GRADO"
"CR-11975","FIANZA PERSONAL"
"CR-11977","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URB. COOP. EL PILAR"
"CR-11982","HIPOTECA DE PRIMER GRADO"
"CR-11984","FIANZA SOLIDARIA"
"CR-11986","FIANZA SOLIDARIA"
"CR-11990","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-11991","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS MACROBA"
"CR-11997","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS CERDOS"
"CR-12003","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS TELE TAXIS BARINAS"
"CR-12050","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI DOÑA ELENA"
"CR-12051","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOPERATIVA  ROSA INES"
"CR-12052","FIANZA SOLIDARIA OTORGADA POR LA LINEA COOP. BARINAS 2021"
"CR-12053","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS FUNSALUD"
"CR-12054"," FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CORONEL FRANCISCO ARAMENDI"
"CR-12055","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS FUNSALUD"
"CR-12056","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL BRISAS DE ALTO BARINAS"
"CR-12057","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. EL VATICANO 123 R.L."
"CR-12058","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. DE TRANSPORTE LOS PATRULLEROS 184"
"CR-12059","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. EL VATICANO 123 R.L."
"CR-12060","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-12072","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12085","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-12088","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-12093","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LOS BOLIVAR"
"CR-12095","FIANZA SOLIDARIA"
"CR-12096","FIANZA SOLIDARIA"
"CR-12097","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URBANO LINEA VENEZUELA"
"CR-12143","FIANZA SOLIDARIA"
"CR-12144","FIANZA SOLIDARIA"
"CR-12178","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12181","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12185","FIANZA SOLIDARIA"
"CR-12186","HIPOTECA DE PRIMER GRADO"
"CR-12249","LETRA DE CAMBIO. SE AJUSTA A LA LEY DE MICROFINANZA."
"CR-12289","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12292","LETRA DE CAMBIO"
"CR-12294","FIANZA SOLIDARIA"
"CR-12300","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-12301","PRENDA SIN DESPLAZAMIENTO SOBRE LA COSECHA"
"CR-12306","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12311","HIPOTECA REAL"
"CR-12312","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12377","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS EQUIPOS"
"CR-12380","HIPOTECA DE PRIMER GRADO"
"CR-12381","HIPOTECA DE SEGUNDO GRADO"
"CR-12383","FIANZA OPERSONAL"
"CR-12384","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI UNION PAEZ"
"CR-12386","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS NUESTRA SEÑORA DEL PILAR"
"CR-12390","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12391","HIPOTECA DE PRIMER GRADO"
"CR-12396","FIANZA SOLIDARIA"
"CR-12399","HIPOTECA DE PRIMER GRADO"
"CR-12402","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS EQUIPOS"
"CR-12403","HIPOTECA INMOBILIARIA DE PRIMER GRADO"
"CR-12404","FIANZA OTORGADA POR LA LINEA DE TAXIS ROSA INES"
"CR-12405","HIPOTECA DE PRIMER GRADO"
"CR-12406","FIANZA SOLIDARIA"
"CR-12407","FIANZA SOLIDARIA"
"CR-12409","FIANZA PERSONAL"
"CR-12410","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12413","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO R.L."
"CR-12415","FIANZA SOLIDARIA"
"CR-12416","HIPOTECA DE PRIMER GRADO"
"CR-12417","GARANTIA REAL"
"CR-12419","HIPOTCA DE PRIMER GRADO"
"CR-12420","HIPOTECA DE PRIMER GRADO"
"CR-12421","HIPOTECA DE PRIMER GRADO"
"CR-12426","PRENDA SIN DESPLAZAMIENTO SOBRE LAS MAQUINAS Y EQUIIPOS"
"CR-12428","FIANZA SOLIDARIA"
"CR-12429","HIPOTECA DE PRIMER GRADO"
"CR-12456","HIPOTECA DE PRIMER GRADO"
"CR-12468","FIANZA SOLIDARIA OTORGADA  POR ASOC. CIVIL TAXI VISION."
"CR-12469","FIANZA SOLIDARIA"
"CR-12470","FIANZA"
"CR-12471","FIANZA"
"CR-12472","HIPOTECA DE PRIMER GRADO"
"CR-12495","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12497","LETRA DE CAMBIO"
"CR-12499","LETRA DE CAMBIO"
"CR-12500","LETRA DECAMBI"
"CR-12501","LETRA DE CAMBIO"
"CR-12502","LETRA DE CAMBIO"
"CR-12503","LETRA DE CAMBIO"
"CR-12504","LETRA DE CAMBIO"
"CR-12505","LETRA DE CAMBIO"
"CR-12506","LETRA DE CAMBIO"
"CR-12507","LETRA DE CAMBIO"
"CR-12517","LETRA DE CAMBIO"
"CR-12518","LETRA DE CAMBIO"
"CR-12519","LETRA DE CAMBIO"
"CR-12520","LETRA DE CAMBIO"
"CR-12521","LETRA DE CAMBIO"
"CR-12522","LETRA DE CAMBIO"
"CR-12523","LETRA DE CAMBIO"
"CR-12524","LETRA DE CAMBIO"
"CR-12525","LETRA DE CAMBIO"
"CR-12526","LETRA DE CAMBIO"
"CR-12527","LETRA DE CAMBIO"
"CR-12528","LETRA DE CAMBIO"
"CR-12529","LETRA DE CAMBIO"
"CR-12530","FIANZA SOLIDARIA DE LA LINEA DE TAXIS CARLOS RAUL VILLANUEVA"
"CR-12531","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS EL VATICANO 123 RL"
"CR-12536","LETRA DE CAMBIO"
"CR-12537","LETRA DE CAMBIO"
"CR-12538","LETRA DE CAMBIO"
"CR-12539","LETRA DE CAMBIO"
"CR-12540","LETRA DE CAMBIO"
"CR-12541","LETRA DE CAMBIO"
"CR-12542","LETRA DE CAMBIO"
"CR-12543","LETRA DE CAMBIO"
"CR-12544","LETRA DE CAMBIO"
"CR-12545","LETRA DE CAMBIO"
"CR-12546","LETRA DE CAMBIO"
"CR-12547","LETRA DE CAMBIO"
"CR-12548","LETRA DE CAMBIO"
"CR-12549","LETRA DE CAMBIO"
"CR-12550","LETRA DE CAMBIO"
"CR-12551","LETRA DE CAMBIO"
"CR-12552","LETRA DE CAMBIO"
"CR-12553","LETRA DE CAMBIO"
"CR-12554","LETRA DE CAMBIO"
"CR-12555","LETRA DE CAMBIO"
"CR-12556","LETRA DE CAMBIO"
"CR-12557","LETRA DE CAMBIO"
"CR-12558","LETRA DE CAMBIO"
"CR-12559","LETRA DE CAMBIO"
"CR-12560","LETRA DE CAMBIO"
"CR-12561","LETRA DE CAMBIO"
"CR-12562","LETRA DE CAMBIO"
"CR-12563","LETRA DE CAMBIO"
"CR-12564","LETRA DE CAMBIO"
"CR-12565","LETRA DE CAMBIO"
"CR-12566","LETRA DE CAMBIO"
"CR-12567","LETRA DE CAMBIO"
"CR-12568","LETRA DE CAMBIO"
"CR-12569","LETRA DE CAMBIO"
"CR-12570","LETRA DE CAMBIO"
"CR-12571","LETRA DE CAMBIO"
"CR-12572","LETRA DE CAMBIO"
"CR-12573","LETRA DE CAMBIO"
"CR-12574","LETRA DE CAMBIO"
"CR-12575","LETRA DE CAMBIO"
"CR-12576","LETRA DE CAMBIO"
"CR-12577","LETRA DE CAMBIO"
"CR-12578","LETRA DE CAMBIO"
"CR-12579","LETRA DE CAMBIO"
"CR-12580","LETRA DE CAMBIO"
"CR-12581","LETRA DE CAMBIO"
"CR-12582","LETRA DE CAMBIO"
"CR-12583","LETRA DE CAMBIO"
"CR-12584","LETRA DE CAMBIO"
"CR-12585","LETRA DE CAMBIO"
"CR-12586","LETRA DE CAMBIO"
"CR-12587","LETRA DE CAMBIO"
"CR-12588","LETRA DE CAMBIO"
"CR-12589","LETRA DE CAMBIO"
"CR-12590","LETRA DE CAMBIO"
"CR-12591","LETRA DE CAMBIO"
"CR-12592","LETRA DE CAMBIO"
"CR-12593","LETRA DE CAMBIO"
"CR-12594","LETRA DE CAMBIO"
"CR-12595","LETRA DE CAMBIO"
"CR-12596","LETRA DE CAMBIO"
"CR-12597","LETRA DE CAMBIO"
"CR-12598","LETRA DE CAMBIO"
"CR-12599","LETRA DE CAMBIO"
"CR-12600","LETRA DE CAMBIO"
"CR-12601","LETRA DE CAMBIO"
"CR-12602","LETRA DE CAMBIO"
"CR-12603","LETRA DE CAMBIO"
"CR-12604","LETRA DE CAMBIO"
"CR-12605","LETRA DE CAMBIO"
"CR-12606","LETRA DE CAMBIO"
"CR-12607","LETRA DE CAMBIO"
"CR-12608","LETRA DE CAMBIO"
"CR-12609","LETRA DE CAMBIO"
"CR-12610","LETRA DE CAMBIO"
"CR-12611","LETRA DE CAMBIO"
"CR-12612","LETRA DE CAMBIO"
"CR-12613","LETRA DE CAMBIO"
"CR-12614","LETRA DE CAMBIO"
"CR-12615","LETRA DE CAMBIO"
"CR-12616","LETRA DE CAMBIO"
"CR-12617","LETRA DE CAMBIO"
"CR-12618","LETRA DE CAMBIO"
"CR-12619","LETRA DE CAMBIO"
"CR-12620","LETRA DE CAMBIO"
"CR-12621","LETRA DE CAMBIO"
"CR-12622","LETRA DE CAMBIO"
"CR-12623","LETRA DE CAMBIO"
"CR-12624","LETRA DE CAMBIO"
"CR-12625","LETRA DE CAMBIO"
"CR-12626","LETRA DE CAMBIO"
"CR-12627","LETRA DE CAMBIO"
"CR-12628","LETRA DE CAMBIO"
"CR-12629","LETRA DE CAMBIO"
"CR-12630","LETRA DE CAMBIO"
"CR-12631","LETRA DE CAMBIO"
"CR-12632","LETRA DE CAMBIO"
"CR-12633","LETRA DE CAMBIO"
"CR-12634","LETRA DE CAMBIO"
"CR-12635","LETRA DE CAMBIO"
"CR-12636","LETRA DE CAMBIO"
"CR-12637","LETRA DE CAMBIO"
"CR-12638","LETRA DE CAMBIO"
"CR-12639","LETRA DE CAMBIO"
"CR-12640","LETRA DE CAMBIO"
"CR-12641","LETRA DE CAMBIO"
"CR-12642","LETRA DE CAMBIO"
"CR-12643","LETRA DE CAMBIO"
"CR-12644","LETRA DE CAMBIO"
"CR-12645","LETRA DE CAMBIO"
"CR-12646","LETRA DE CAMBIO"
"CR-12647","LETRA DE CAMBIO"
"CR-12652","LETRA DE CAMBIO"
"CR-12653","LETRA DE CAMBIO"
"CR-12654","LETRA DE CAMBIO"
"CR-12655","LETRA DE CAMBIO"
"CR-12656","LETRA DE CAMBIO"
"CR-12657","LETRA DE CAMBIO"
"CR-12658","LETRA DE CAMBIO"
"CR-12659","LETRA DE CAMBIO"
"CR-12660","LETRA DE CAMBIO"
"CR-12661","LETRA DE CAMBIO"
"CR-12662","LETRA DE CAMBIO"
"CR-12663","LETRA DE CAMBIO"
"CR-12664","LETRA DE CAMBIO"
"CR-12665","LETRA DE CAMBIO"
"CR-12666","LETRA DE CAMBIO"
"CR-12667","LETRA DE CAMBIO"
"CR-12668","LETRA DE CAMBIO"
"CR-12669","LETRA DE CAMBIO"
"CR-12670","LETRA DE CAMBIO"
"CR-12671","LETRA DE CAMBIO"
"CR-12672","LETRA DE CAMBIO"
"CR-12673","LETRA DE CAMBIO"
"CR-12674","LETRA DE CAMBIO"
"CR-12675","LETRA DE CAMBIO"
"CR-12676","LETRA DE CAMBIO"
"CR-12677","LETRA DE CAMBIO"
"CR-12678","LETRA DE CAMBIO"
"CR-12679","LETRA DE CAMBIO"
"CR-12680","LETRA DE CAMBIO"
"CR-12681","LETRA DE CAMBIO"
"CR-12682","LETRA DE CAMBIO"
"CR-12683","LETRA DE CAMBIO"
"CR-12684","LETRA DE CAMBIO"
"CR-12685","LETRA DE CAMBIO"
"CR-12686","LETRA DE CAMBIO"
"CR-12687","LETRA DE CAMBIO"
"CR-12688","LETRA DE CAMBIO"
"CR-12689","LETRA DE CAMBIO"
"CR-12690","LETRA DE CAMBIO"
"CR-12691","LETRA DE CAMBIO"
"CR-12692","LETRA DE CAMBIO"
"CR-12693","LETRA DE CAMBIO"
"CR-12694","LETRA DE CAMBIO"
"CR-12695","LETRA DE CAMBIO"
"CR-12696","LETRA DE CAMBIO"
"CR-12697","LETRA DE CAMBIO"
"CR-12698","LETRA DE CAMBIO"
"CR-12699","LETRA DE CAMBIO"
"CR-12700","LETRA DE CAMBIO"
"CR-12701","LETRA DE CAMBIO"
"CR-12702","LETRA DE CAMBIO"
"CR-12703","LETRA DE CAMBIO"
"CR-12704","LETRA DE CAMBIO"
"CR-12705","LETRA D CAMBIO"
"CR-12706","LETRA DE CAMBIO"
"CR-12707","LETRA DE CAMBIO"
"CR-12708","LETRA DE CAMBIO"
"CR-12709","LETRA DE CAMBIO"
"CR-12710","LETRA DE CAMBIO"
"CR-12711","LETRA DE CAMBIO"
"CR-12712","LETRA DE CAMBIO"
"CR-12713","LETRA DE CAMBIO"
"CR-12714","LETRA DE CAMBIO"
"CR-12715","LETRA DE CAMBIO"
"CR-12716","LETRA DE CAMBIO"
"CR-12717","LETRA DE CAMBIO"
"CR-12718","LETRA DE CAMBIO"
"CR-12719","LETRA DE CAMBIO"
"CR-12720","LETRA DE CAMBIO"
"CR-12721","LETRA DE CAMBIO"
"CR-12722","LETRA DE CAMBIO"
"CR-12723","LETRA DE CAMBIO"
"CR-12724","LETRA DE CAMBIO"
"CR-12725","LETRA DE CAMBIO"
"CR-12726","LETRA DE CAMBIO"
"CR-12727","LETRA DE CAMBIO"
"CR-12728","LETRA DE CAMBIO"
"CR-12729","LETRA DE CAMBIO"
"CR-12730","LETRA DE CAMBIO"
"CR-12731","LETRA DE CAMBIO"
"CR-12732","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. RAUL LEONI"
"CR-12733","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. RAUL LEONI"
"CR-12734","LETRA DE CAMBIO"
"CR-12735","LA MISMA LINEA"
"CR-12736","LETRA DE CAMBIO"
"CR-12737","LETRA DE CAMBIO"
"CR-12738","LETRA DE CAMBIO"
"CR-12739","LETRA DE CAMBIO"
"CR-12740","LETRA DE CAMBIO"
"CR-12741","LETRA DE CAMBIO"
"CR-12742","LETRA DE CAMBIO"
"CR-12743","LETRA DE CAMBIO"
"CR-12744","LETRA DE CAMBIO"
"CR-12745","LETRA DE CAMBIO"
"CR-12746","LETRA DE CAMBIO"
"CR-12747","LETRA DE CAMBIO"
"CR-12748","LETRA DE CAMBIO"
"CR-12749","LETRA DE CAMBIO"
"CR-12750","LETRA DE CAMBIO"
"CR-12751","LETRA DE CAMBIO"
"CR-12752","LETRA DE CAMBIO"
"CR-12753","LETRA DE CAMBIO"
"CR-12754","LETRA DE CAMBIO"
"CR-12755","LETRA DE CAMBIO"
"CR-12756","LETRA DE CAMBIO"
"CR-12757","LETRA DE CAMBIO"
"CR-12758","LETRA DE CAMBIO"
"CR-12759","LETRA DE CAMBIO"
"CR-12760","LETRA DE CAMBIO"
"CR-12761","LETRA DE CAMBIO"
"CR-12762","LETRA DE CAMBIO"
"CR-12763","LETRA DE CAMBIO"
"CR-12764","LETRA DE CAMBIO"
"CR-12765","LETRA DE CAMBIO"
"CR-12766","LETRA DE CAMBIO"
"CR-12767","LETRA DE CAMBIO"
"CR-12768","LETRA DE CAMBIO"
"CR-12769","LETRA DE CAMBIO"
"CR-12770","LETRA DE CAMBIO"
"CR-12771","LETRA DE CAMBIO"
"CR-12772","LETRA DE CAMBIO"
"CR-12773","LETRA DE CAMBIO"
